,Country,City,Confirmed,Recovered,Deaths,Latitude,Longtitude
412,India,Nagaland,1,0,0,26.1630556,94.5884911
413,Indonesia,Jakarta,3599,327,326,-6.1753942,106.827183
414,Indonesia,West Java,862,90,77,-6.8891904,107.6404716
415,Indonesia,East Java,690,128,67,-7.6977397,112.4914199
416,Indonesia,Central Java,575,58,54,-5.6259648,110.37164897312938
417,Indonesia,South Sulawesi,420,81,35,-3.6446718,119.9471906
418,Indonesia,Banten,359,33,39,-6.47800285,105.54102849016589
419,Indonesia,Bali,177,55,4,-8.3304977,115.0906401
420,Indonesia,West Nusa Tenggara,153,15,4,-8.7892855,117.146169
421,Indonesia,Papua,136,32,6,-4.11501855,137.9966136
422,Indonesia,South Kalimantan,132,10,6,-2.9285686,115.3700718
423,Indonesia,South Sumatra,106,5,3,-3.1266842,104.0930554
424,Indonesia,North Sumatra,96,21,11,2.1923519,99.3812201
425,Indonesia,West Sumatra,96,17,10,-1.33589025,100.07222762395327
426,Indonesia,Central Kalimantan,94,9,4,-1.499583,113.2903307
427,Indonesia,East Kalimantan,85,11,1,0.7884397,116.2419977
428,Indonesia,Riau Islands,83,9,8,-0.1547846,104.5803745
429,Indonesia,North Kalimantan,77,2,1,3.0235817,116.2049306
430,Indonesia,Special Region of Yogyakarta,77,36,7,-7.9778383999999996,110.36722565020224
431,Indonesia,West Kalimantan,50,7,3,-0.1322387,111.0968901
432,Indonesia,South East Sulawesi,41,5,2,-3.5491199,121.7279646
433,Indonesia,Lampung,38,10,5,-4.8555039,105.0272986
434,Indonesia,North Sulawesi,36,5,3,0.6555692,124.090151
435,Indonesia,Riau,36,12,4,0.94000845,101.65561770919261
436,Indonesia,West Sulawesi,33,1,1,-2.4974546,119.3918955
437,Indonesia,Central Sulawesi,32,3,3,-1.6937786,120.8088555
438,Indonesia,Jambi,18,1,0,-1.611572,102.779699
439,Indonesia,Maluku,17,10,0,-5.3580518,130.35838229206553
440,Indonesia,West Papua,15,0,1,-1.3842356,132.902528
441,Indonesia,North Maluku,14,2,0,0.6301215,127.9720219
442,Indonesia,Gorontalo,12,0,1,0.7186174,122.4555927
443,Indonesia,Bangka Belitung Islands,9,2,1,-2.5329040000000003,107.57571366281124
444,Indonesia,Aceh,8,4,1,4.3685491,97.0253024
445,Indonesia,Bengkulu,8,1,1,-3.5186763,102.5359834
446,Indonesia,East Nusa Tenggara,1,0,0,-8.5656787,120.6978581
447,Iran,Tehran Province,5098,0,0,35.50219455,51.32690982349512
448,Iran,Isfahan Province,1979,0,0,33.196733,52.504026
449,Iran,Mazandaran Province,1700,0,0,36.3159159,51.8968597
450,Iran,Gilan Province,1191,0,0,37.5115476,49.355442984970665
451,Iran,Qom Province,1178,0,0,34.7191915,51.0122844
452,Iran,Alborz Province,1177,0,0,35.9413239,50.7884216
453,Iran,Markazi Province,882,0,0,34.5302705,49.7864561
454,Iran,Razavi Khorasan Province,858,0,0,32.6475314,54.5643516
455,Iran,East Azerbaijan Province,813,0,0,37.9211202,46.6821517
456,Iran,Yazd Province,725,0,0,32.2452686,55.105172
457,Iran,Qazvin Province,669,0,0,36.0156291,49.8398161
458,Iran,Semnan Province,645,0,0,35.3843145,54.6209302
459,Iran,Fars Province,505,0,0,29.299051,53.218456
460,Iran,Lorestan Province,476,0,0,33.5372643,48.2435197
461,Iran,Khuzestan Province,444,0,0,31.5535141,49.0077168
462,Iran,West Azerbaijan Province,395,0,0,37.7416484,45.0207638
463,Iran,Zanjan Province,394,0,0,36.515854,48.4777616
464,Iran,Golestan Province,391,0,0,37.1984436,55.070672
465,Iran,Ardabil Province,289,0,0,38.4583983,47.9313001
466,Iran,Kermanshah Province,243,0,0,34.3789744,46.7010122
467,Iran,Kurdistan Province,238,0,0,35.672803,47.0124376
468,Iran,Ilam Province,183,0,0,33.1545696,46.7576343
469,Iran,South Khorasan Province,178,0,0,33.129577,58.1065069
470,Iran,Hamadan Province,175,0,0,34.973321,48.6555779
471,Iran,Kerman Province,169,0,0,29.571858,57.301047
472,Iran,North Khorasan Province,165,0,0,37.5378855,56.9526137
473,Iran,Hormozgan Province,148,0,0,27.7198095,56.335807
474,Iran,Sistan and Baluchestan Province,134,0,0,28.1292481,60.8236848
475,Iran,Kohgiluyeh and Boyer-Ahmad Province,73,0,0,30.65296915,51.60720452283507
476,Iran,Chaharmahal and Bakhtiari Province,68,0,0,50.685709,32.0163307
477,Iran,Bushehr Province,55,0,0,28.8936645,51.3204877
478,Iraq,Baghdad Governorate,384,241,30,33.0112777,44.3849679
479,Iraq,Najaf Governorate,284,238,5,44.3299926,32.0010227
480,Iraq,Basra Governorate,281,129,17,30.5132105,47.8307605
481,Iraq,Erbil Governorate,169,134,0,44.16618201180488,36.37662015
482,Iraq,Sulaymaniyah Governorate,136,127,5,35.56497095,45.376952349818694
483,Iraq,Karbala Governorate,86,75,6,16.313895,43.293572
484,Iraq,Dhi Qar Governorate,54,26,3,46.3068347,31.2857941
485,Iraq,Al Muthanna Governorate,35,12,1,45.0188363,30.5015763
486,Iraq,Wasit Governorate,34,26,2,45.6848009,32.6944827
487,Iraq,Kirkuk Governorate,31,20,2,35.46032085,44.38263033213807
488,Iraq,Halabja,21,2,0,35.1792062,45.9873683
489,Iraq,Diyala Governorate,18,14,3,45.1046224,34.0228719
490,Iraq,Babylon Governorate,16,7,5,32.5021687,44.4170864
491,Iraq,Duhok Governorate,15,15,0,36.8649658,42.9997041
492,Iraq,Al-Qādisiyyah Governorate,12,6,1,29.803611,30.913889
493,Iraq,Maysan Governorate,9,2,2,31.8526254,47.1444373
494,Iraq,Nineveh Governorate,6,6,0,43.16216471288615,36.3564339
495,Iraq,Al Anbar Governorate,2,2,0,41.6093983,32.7889443
496,Iraq,Saladin Governorate,2,1,0,34.449783350000004,43.79360485008834
497,Ireland,County Dublin,8256,0,0,53.40642945,-6.287101473674747
498,Ireland,County Cavan,6238,0,0,54.03497495,-7.2937022825583675
499,Ireland,County Westmeath,5654,0,0,53.5577902,-7.3478558260097575
500,Ireland,County Wicklow,4387,0,0,52.95814675,-6.381970708677661
501,Ireland,County Kildare,4178,0,0,53.15436455,-6.8184175660976445
502,Ireland,County Louth,3762,0,0,53.90628485,-6.532050201271116
503,Ireland,County Monaghan,3691,0,0,54.161066399999996,-6.946364847585796
504,Ireland,County Offaly,3530,0,0,53.13617215,-7.810340751784169
505,Ireland,County Meath,3315,0,0,53.649784350000004,-6.588529492009938
506,Ireland,County Mayo,3189,0,0,53.9087056,-9.298304863654256
507,Ireland,County Donegal,3071,0,0,54.92075415,-7.95238521465131
508,Ireland,County Kilkenny,2971,0,0,52.5687098,-7.188983092181514
509,Ireland,County Cork,2913,0,0,51.91750415,-8.585992213774254
510,Ireland,County Longford,2885,0,0,53.7319849,-7.695351399013169
511,Ireland,County Limerick,2859,0,0,52.51872675,-8.795847192260755
512,Ireland,County Tipperary,2854,0,0,52.68477435,-7.898080410303971
513,Ireland,County Kerry,2807,0,0,52.14533445,-9.517401092833236
514,Ireland,County Laois,2251,0,0,52.9984575,-7.3980337750324185
515,Ireland,County Leitrim,2194,0,0,54.140162200000006,-8.052478216276088
516,Ireland,County Clare,1969,0,0,52.857257450000006,-8.937435925994537
517,Ireland,County Galway,1800,0,0,53.34350465,-8.873374084151076
518,Ireland,County Sligo,1767,0,0,54.19298605,-8.7305426729522
519,Ireland,County Waterford,1579,0,0,52.1509131,-7.657798180652727
520,Ireland,County Roscommon,1492,0,0,-8.218250761296193,53.6982695
521,Ireland,County Carlow,1436,0,0,52.69053605,-6.8250188975846555
522,Ireland,County Wexford,821,0,0,52.46018745,-6.606515459159162
523,Italy,Lombardy,70165,0,12940,45.6209,9.768893
524,Italy,Emilia-Romagna,23723,0,3269,44.525696,11.039437
525,Italy,Piedmont,23152,0,2630,44.7605629,8.2998538
526,Italy,Veneto,16881,0,1206,45.6476663,11.8665254
527,Italy,Tuscany,8780,0,723,43.4586541,11.1389204
528,Italy,Liguria,7069,0,1047,44.4777617,8.7026296
529,Italy,Lazio,6054,0,375,41.9808038,12.7662312
530,Italy,Marche,5952,0,857,43.3458388,13.1415872
531,Italy,Campania,4238,0,332,40.860672,14.843984
532,Italy,Apulia,3839,0,372,40.9842539,16.6210027
533,Italy,Trentino,3727,0,382,46.102817,11.129543099871789
534,Italy,Sicily,2928,0,213,37.587794,14.155048
535,Italy,Friuli-Venezia Giulia,2858,0,256,46.151042,13.055904
536,Italy,Abruzzo,2785,0,280,42.227681,13.854983
537,Italy,South Tyrol,2435,0,261,46.65594215,11.229637264169462
538,Italy,Umbria,1362,0,61,42.965916,12.490236
539,Italy,Sardinia,1254,0,98,40.06160405,9.097753806553065
540,Italy,Aosta,1096,0,128,45.7370885,7.3196649
541,Italy,Calabria,1087,0,76,39.0565974,16.5249864
542,Italy,Basilicata,356,0,24,40.500571,16.081953
543,Italy,Molise,284,0,20,41.684672,14.595614
544,Japan,Tokyo,3733,0,93,35.6828387,139.7594549
545,Japan,Osaka,1415,0,22,34.6198813,135.490357
546,Japan,Kanagawa,898,0,24,35.4342935,139.374753
547,Japan,Chiba,773,0,18,35.609985,140.118126
548,Japan,Saitama,761,0,23,35.9754168,139.4160114
549,Japan,Hyogo,604,0,23,34.914934,134.860666
550,Japan,Fukuoka,581,0,15,33.6251241,130.6180016
551,Japan,Hokkaido,562,0,25,43.4603175,143.33071579283663
552,Japan,Aichi,462,0,29,34.9991645,137.254574
553,Japan,Kyoto,286,0,8,35.021041,135.7556075
554,Japan,Ishikawa,222,0,5,36.9888678,136.8163563
555,Japan,Ibaraki,157,0,6,36.2869536,140.4703384
556,Japan,Toyama,156,0,3,36.6468015,137.2183531
557,Japan,Gifu,149,0,6,35.7867449,137.0460777
558,Japan,Hiroshima,144,0,2,34.3916058,132.4518156
559,Japan,Gunma,140,0,12,36.52198,139.033483
560,Japan,Okinawa,133,0,4,26.5707754,128.0255901
561,Japan,Fukui,120,0,6,35.9263502,136.6068127
562,Japan,Nagasaki,108,0,1,33.1154683,129.7874339
563,Japan,Shiga,93,0,1,35.247154,136.109385
564,Japan,Miyagi,84,0,0,38.3880155,140.9761025
565,Japan,Nara,77,0,1,34.2963089,135.8816819
566,Japan,Kochi,71,0,3,33.6569018,133.5606241
567,Japan,Yamagata,66,0,0,38.4746705,140.083237
568,Japan,Fukushima,65,0,0,37.75454,140.4592144
569,Japan,Niigata,65,0,0,37.6452283,138.7669125
570,Japan,Nagano,64,0,0,36.1143945,138.0319015
571,Japan,Oita,60,0,1,33.1819875,131.4270217
572,Japan,Shizuoka,59,0,0,34.9332488,138.0955398
573,Japan,Tochigi,52,0,0,36.3824655,139.7341435
574,Japan,Wakayama,52,0,1,33.8070292,135.5930743
575,Japan,Yamanashi,51,0,0,35.6399328,138.6380495
576,Japan,Ehime,47,0,3,33.6013646,132.8185275
577,Japan,Kumamoto,45,0,1,32.6450475,130.6341345
578,Japan,Mie,45,0,1,34.7339685,136.5154489
579,Japan,Saga,32,0,0,33.2185408,130.1296585
580,Japan,Yamaguchi,31,0,0,34.2379614,131.5873845
581,Japan,Kagawa,28,0,0,34.2480104,134.0586579
582,Japan,Aomori,22,0,0,40.886943,140.590121
583,Japan,Okayama,20,0,0,34.8581334,133.7759256
584,Japan,Miyazaki,17,0,0,32.097681,131.294542
585,Japan,Akita,16,0,0,39.6898802,140.342608
586,Japan,Shimane,16,0,0,34.9418212,132.537439
587,Japan,Kagoshima,10,0,0,31.521587,130.5474077
588,Japan,Tokushima,5,0,0,33.9196418,134.2509634
589,Japan,Tottori,3,0,0,35.3555075,133.8678525
590,Japan,Iwate,0,0,0,39.5713763,141.4253574
591,Mexico,Mexico City,2815,196,251,19.4326296,-99.1331785
592,Mexico,State of Mexico,1593,102,82,19.4839446,-99.6899716
593,Mexico,Baja California,985,31,118,30.0338923,-115.1425107
594,Mexico,Sinaloa,568,12,59,25.0000001,-107.5000001
595,Mexico,Tabasco,510,36,60,17.95078635,-92.48312213241397
596,Mexico,Quintana Roo,432,38,56,19.6666671,-88.5000001
597,Mexico,Puebla,388,46,56,18.833333,-98.0
598,Mexico,Baja California Sur,337,6,10,25.5818014,-111.5706164
599,Mexico,Coahuila,284,38,27,27.3333331,-102.0000001
600,Mexico,Jalisco,235,87,15,20.3333331,-103.6666671
601,Mexico,Veracruz,212,10,18,19.333333,-96.666667
602,Mexico,Nuevo Leon,211,66,6,26.2384363,-99.8873
603,Mexico,Yucatan,204,5,15,20.6845957,-88.8755669
604,Mexico,Chihuahua,174,3,39,28.5000001,-106.0000001
605,Mexico,Guanajuato,173,44,9,20.9876996,-101.0
606,Mexico,Tamaulipas,165,2,8,23.9891553,-98.7026825
607,Mexico,Michoacán,145,8,21,19.207098,-101.878113
608,Mexico,Guerrero,142,4,17,17.666667,-100.0
609,Mexico,Aguascalientes,136,44,5,22.0000001,-102.5000001
610,Mexico,Sonora,132,4,13,29.3333331,-110.6666671
611,Mexico,Hidalgo,125,11,16,20.5,-99.0
612,Mexico,Morelos,106,4,18,18.75,-99.0
613,Mexico,Tlaxcala,92,1,9,19.416667,-98.166667
614,Mexico,Querétaro,90,15,7,20.8542575,-99.84756
615,Mexico,Chiapas,87,2,4,16.5000001,-92.5000001
616,Mexico,Oaxaca,81,9,8,17.0,-96.5
617,Mexico,San Luis Potosi,67,23,5,22.5000001,-100.5000001
618,Mexico,Campeche,54,1,5,19.329205549999998,-89.9439148263377
619,Mexico,Nayarit,47,2,6,21.8438765,-104.87148535201122
620,Mexico,Zacatecas,44,1,3,23.0000001,-103.0000001
621,Mexico,Durango,33,3,5,24.833333,-104.833333
622,Mexico,Colima,21,7,2,19.166667,-104.0
623,Moldova,Chisinau,750,169,13,47.0244707,28.8322534
624,Moldova,Transnistria,288,1,15,46.9905668,29.4772511
625,Moldova,Soroca District,239,60,6,48.1640752,28.161680049813135
626,Moldova,Ștefan Vodă District,209,56,6,46.5159983,29.660294500490807
627,Moldova,Glodeni District,159,3,10,47.727430850000005,27.48422058069968
628,Moldova,Fălești District,111,11,3,47.5751709,27.68272990134588
629,Moldova,Edineţ District,103,3,0,48.14641075,27.272537033389334
630,Moldova,Căușeni District,77,10,1,46.6045015,29.260402050614537
631,Moldova,Orhei District,77,9,4,47.40012725,28.761547971802187
632,Moldova,Cahul District,76,15,2,45.81213505,28.291991966362907
633,Moldova,Ialoveni District,54,22,0,46.8661989,28.813994562783254
634,Moldova,Hîncești District,46,25,1,46.84686165,28.417482104020497
635,Moldova,Balti,45,9,3,47.7620065,27.9286221
636,Moldova,Strășeni District,33,4,0,47.161641,28.54285889249443
637,Moldova,Taraclia District,32,3,0,45.8973216,28.622919484479123
638,Moldova,Sîngerei District,31,9,1,47.6712726,28.1804580202084
639,Moldova,Criuleni District,29,2,1,47.20655525,28.9841049155821
640,Moldova,Bender,26,2,1,46.8218177,29.4819196
641,Moldova,Gagauzia,25,1,1,46.203052,28.76157903735702
642,Moldova,Florești District,23,2,0,47.88059905,28.27124083031211
643,Moldova,Rezina District,22,0,0,47.703981049999996,28.796710988342795
644,Moldova,Dondușeni District,19,0,1,48.21650555,27.601672842959168
645,Moldova,Dubăsari District,19,1,0,47.3167454,29.07816444203909
646,Moldova,Anenii Noi,18,7,0,46.8815631,29.2309122
647,Moldova,Telenești District,16,3,0,47.5666994,28.525137189459187
648,Moldova,Ungheni District,16,2,0,47.2568165,27.89092403943809
649,Moldova,Cantemir District,15,7,0,46.2501064,28.346840370909433
650,Moldova,Rîșcani District,11,3,0,47.924115099999995,27.45224203274806
651,Moldova,Briceni District,10,3,1,48.278037,26.948022503248815
652,Moldova,Călărași District,10,2,0,47.30280225,28.307102604154746
653,Moldova,Nisporeni District,8,7,0,47.08201635,28.16316572517789
654,Moldova,Cimișlia District,4,2,0,46.59215145,28.8111405745347
655,Moldova,Drochia District,4,1,0,48.03384025,27.829074153315965
656,Moldova,Leova District,4,1,0,46.52170255,28.40154629952676
657,Moldova,Ocnița District,4,1,0,48.35342585,27.395394240101687
658,Moldova,Basarabeasca District,2,1,0,46.39813565,28.90248797561072
659,Moldova,Șoldănești District,1,0,0,47.844719299999994,28.665898622950756
660,Montenegro,Podgorica Municipality,161,47,3,42.44594995,19.2098386556408
661,Montenegro,Tuzi Urban municipality,37,30,0,19.35652623008785,42.3791672
662,Montenegro,Nikšić Municipality,34,3,0,42.8367885,18.851992115152342
663,Montenegro,Bar Municipality,23,8,0,42.13654685,19.202528815662262
664,Montenegro,Ulcinj Municipality,22,6,0,41.9649382,19.315483634344226
665,Montenegro,Andrijevica Municipality,7,7,0,42.7219982,19.754573998598595
666,Montenegro,Budva Municipality,7,4,0,42.259257250000005,18.920130664557362
667,Montenegro,Plav Municipality,7,0,1,42.6087914,19.965122024931137
668,Montenegro,Bijelo Polje Municipality,6,2,0,43.078747899999996,19.692087263269592
669,Montenegro,Herceg Novi Municipality,6,4,1,42.50423195,18.543928701577233
670,Montenegro,Danilovgrad Municipality,3,3,0,42.6120612,19.100779698394014
671,Montenegro,Tivat Municipality,3,2,0,42.42015120000001,18.719827894642854
672,Morocco,Casablanca-Settat,942,0,42,33.2627128,-7.9639028
673,Morocco,Marrakesh-Safi,772,0,40,31.6390337,-8.0043887
674,Morocco,Fez-Meknès,492,0,24,33.8333136,-4.8556382
675,Morocco,Tangier-Tétouan-Al Hoceima,491,0,16,35.202941,-5.5510167
676,Morocco,Rabat-Salé-Kénitra,286,0,11,33.9204332,-6.3676093
677,Morocco,Drâa-Tafilalet,284,0,2,31.1835432,-5.1395435
678,Morocco,Oriental,165,0,8,33.3202138,-2.4238471
679,Morocco,Béni Mellal-Khenifra,78,0,6,32.6407498,-6.207105
680,Morocco,Souss-Massa,50,0,5,30.187722,-8.6322498
681,Morocco,Laâyoune-Sakia El Hamra,4,0,0,-12.9766773,26.7300936
682,Morocco,Guelmim-Oued Noun,2,0,0,28.5273703,-10.0315515
683,Morocco,Oued Ed-Dahab-Lagouira,2,0,0,23.6989172,-15.9310551
684,Nigeria,Lagos,582,106,16,6.4550575,3.3941795
685,Nigeria,Federal Capital Territory,133,35,3,8.8311228,7.1724673
686,Nigeria,Kano,73,0,1,11.8948389,8.5364136
687,Nigeria,Ogun State,29,5,1,7.139576,3.3450438
688,Nigeria,Katsina,21,0,1,12.5630825,7.6207063
689,Nigeria,Osun,20,18,0,7.5484047,4.4978307
690,Nigeria,Edo,17,7,2,6.6076575,5.9722713
691,Nigeria,Oyo,17,5,1,8.2151249,3.5642897
692,Nigeria,Borno,12,0,2,12.1875392,13.3080034
693,Nigeria,Kwara,11,2,0,8.8367891,4.6688487
694,Nigeria,Akwa Ibom,9,3,1,4.9408638,7.8412267
695,Nigeria,Gombe,9,0,0,10.38301,11.206567
696,Nigeria,Kaduna,9,4,0,10.3825318,7.8533226
697,Nigeria,Bauchi,8,5,0,10.6228284,10.0287754
698,Nigeria,Delta,6,0,1,5.5273061,6.1784167
699,Nigeria,Ekiti,4,2,1,7.736891,5.2738326
700,Nigeria,Ondo,3,1,0,7.0209686,5.0567477
701,Nigeria,Rivers,3,2,1,4.8416028,6.8604088
702,Nigeria,Abia,2,0,0,5.4540953,7.5153071
703,Nigeria,Enugu,2,2,0,6.5536094,7.4143061
704,Nigeria,Jigawa,2,0,0,12.3252362,9.5103296
705,Nigeria,Niger,2,0,0,9.9326083,5.6511088
706,Nigeria,Adamawa,1,0,0,9.5129772,12.3881887
707,Nigeria,Anambra,1,0,0,6.2183136,6.9531842
708,Nigeria,Benue,1,0,0,8.7772877,7.3505747
709,Nigeria,Plateau,1,0,0,9.0583446,9.6826289
710,Nigeria,Sokoto,1,0,0,13.0611195,5.3152203
711,Norway,Oslo,2250,0,0,59.9133301,10.7389701
712,Norway,Viken,1905,0,0,59.9263265,9.904234519577855
713,Norway,Vestland,758,0,0,60.9291011,6.107886941976156
714,Norway,Innlandet,461,0,0,61.26810555,10.485458802304304
715,Norway,Rogaland,411,0,0,58.93631375,5.805878643040238
716,Norway,Trøndelag,402,0,0,63.87759235,10.195050547141093
717,Norway,Agder,275,0,0,58.71944225,8.034963534558171
718,Norway,Vestfold og Telemark,255,0,0,59.39626765,9.061898163187937
719,Norway,Troms og Finnmark,223,0,0,69.86993469999999,21.827278548625912
720,Norway,Møre og Romsdal,114,0,0,62.8452777,7.518194072637362
721,Norway,Nordland,106,0,0,67.27564050000001,13.862360639913621
722,Pakistan,Khyber Pakhtunkhwa,14553,414,83,34.5,72.0
723,Pakistan,Punjab,4767,790,65,31.0,72.0
724,Pakistan,Sindh,3671,715,73,25.5,69.0
725,Pakistan,Balochistan,607,168,8,28.0,66.0
726,Pakistan,Gilgit-Baltistan,290,201,3,35.9999972,75.0000023
727,Pakistan,Islamabad Capital Territory,214,26,3,33.63573935,72.92304670276317
728,Pakistan,Azad Jammu and Kashmir,55,23,0,73.796642,33.84412
729,Peru,Lima Region,14300,0,0,-4.594056,-81.2604494
730,Peru,Callao Region,1536,0,0,-77.1095687739774,-12.0089367
731,Peru,Lambayeque,968,0,0,-6.333333,-80.0
732,Peru,Loreto,700,0,0,-5.0,-75.0
733,Peru,Piura,568,0,0,-5.0,-80.333333
734,Peru,La Libertad,391,0,0,-8.0,-78.5
735,Peru,Ancash,352,0,0,-9.5,-77.75
736,Peru,Arequipa,291,0,0,-16.3988667,-71.5369607
737,Peru,Ica,248,0,0,-14.338611,-75.648333
738,Peru,Tumbes,233,0,0,-3.833333,-80.5
739,Peru,Ucayali,210,0,0,-9.0,-73.5
740,Peru,Junin,206,0,0,-11.5,-75.0
741,Peru,Cusco,158,0,0,-13.5170887,-71.9785356
742,Peru,Huanuco,116,0,0,-9.5,-75.833333
743,Peru,San Martin,111,0,0,-7.0,-76.833333
744,Peru,Cajamarca,90,0,0,-6.25,-78.833333
745,Peru,Madre de Dios,77,0,0,-12.0,-70.25
746,Peru,Amazonas,64,0,0,-5.0,-78.0
747,Peru,Apurimac,52,0,0,-14.0,-73.0
748,Peru,Moquegua,52,0,0,-16.833333,-70.916667
749,Peru,Tacna,50,0,0,-18.0138696,-70.2511597
750,Peru,Pasco,48,0,0,-10.5,-75.25
751,Peru,Ayacucho,39,0,0,-14.0,-74.0
752,Peru,Puno,33,0,0,-15.0,-70.0
753,Peru,Huancavelica,21,0,0,-13.0,-75.0
754,Philippines,Metro Manila,4877,203,310,14.5736108,121.0329706
755,Philippines,Calabarzon,818,39,62,14.1638114,121.35366010781269
756,Philippines,Central Luzon,285,13,25,15.390911849999998,120.68569951248944
757,Philippines,Central Visayas,98,19,9,10.264054,123.86939597334481
758,Philippines,Davao Region,97,39,16,6.610975,125.42986518727277
759,Philippines,Ilocos Region,61,2,10,17.201295899999998,120.47134539388077
760,Philippines,Western Visayas,47,0,7,10.67295935,122.72299087286851
761,Philippines,Bicol,28,1,1,13.100588,123.52313310936306
762,Philippines,Cagayan Valley,27,11,1,17.68069845,121.87547698030207
763,Philippines,Cordillera Administrative Region,25,8,1,17.36674735,121.06316012339529
764,Philippines,SOCCSKSARGEN,17,3,1,6.594076,124.53813740467243
765,Philippines,MIMAROPA,15,6,2,13.0152201,121.40641830505142
766,Philippines,Northern Mindanao,12,3,3,8.40488525,124.68719606690779
767,Philippines,Zamboanga Peninsula,12,1,0,7.77301775,122.75600476636146
768,Philippines,Autonomous Region in Muslim Mindanao,9,1,3,120.0284034624274,5.8506231
769,Philippines,Eastern Visayas,7,1,0,11.327827249999999,124.99755612215378
770,Philippines,Caraga,1,0,0,9.2471392,125.85578188652231
771,Portugal,Norte Region,13377,0,0,-1.6292632,-45.2368151
772,Portugal,Lisboa Region,5194,0,0,-36.7793743,-73.10804005
773,Portugal,"Centro Region, Portugal",3093,0,0,-8.671858750408639,41.1532183
774,Portugal,Faro District,322,0,0,37.2454248,-8.150925273079235
775,Portugal,Alentejo Region,181,0,0,38.0551003,-7.8605799
776,Portugal,Azores,109,0,0,37.808527350000006,-25.473085286479595
777,Portugal,Madeira,92,0,0,32.751748750000004,-16.981752048847362
778,Romania,Suceava County,2477,0,57,47.53251675,25.81880138793225
779,Romania,Bucharest,1133,0,31,44.4361414,26.1027202
780,Romania,Arad County,471,0,25,46.1753793,21.3196342
781,Romania,Hunedoara County,447,0,25,45.7958547,22.944483784106403
782,Romania,Neamț County,415,0,10,46.99078285,26.485349583953095
783,Romania,Timiș County,408,0,14,45.6890988,21.63046721597148
784,Romania,Botoșani County,407,0,3,26.6573326,47.743378
785,Romania,Brașov County,382,0,4,45.6523093,25.6102746
786,Romania,Bihor County,360,0,3,46.992055,22.190274243393226
787,Romania,Mureș County,335,0,11,46.60645805,24.625192636852347
788,Romania,Galați,324,0,8,45.4338215,28.0549395
789,Romania,Cluj County,292,0,4,46.769379,23.5899542
790,Romania,Sibiu,228,0,9,45.7973912,24.1519202
791,Romania,Constanța County,222,0,5,44.1767161,28.6507598
792,Romania,Ilfov County,218,0,0,44.5017074,26.244907651159284
793,Romania,Iași County,207,0,6,47.1615341,27.5836142
794,Romania,Vrancea County,207,0,3,45.78870885,26.883802968755305
795,Romania,Covasna County,168,0,3,45.896679250000005,26.010180611745668
796,Romania,Alba County,159,0,4,46.015921250000005,23.54685524706489
797,Romania,Bistrița-Năsăud County,150,0,8,47.179566,24.507248880720056
798,Romania,Ialomița County,148,0,9,27.3617654,44.5614697
799,Romania,Bacău County,139,0,8,46.42613415,26.71205400126924
800,Romania,Giurgiu County,123,0,1,43.8958613,25.9658299
801,Romania,Argeș County,117,0,0,44.994993550000004,24.848632440149892
802,Romania,Teleorman County,96,0,2,44.06812915,25.18653177142434
803,Romania,Dâmbovița County,91,0,2,44.92677275,25.483182109125252
804,Romania,Caraș-Severin County,79,0,2,45.12689965,22.076779392786243
805,Romania,Vaslui County,69,0,2,46.496847,27.8033209957248
806,Romania,Maramureș County,68,0,0,24.196416062199276,47.67234139999999
807,Romania,Dolj County,66,0,2,44.2141283,23.669234908203123
808,Romania,Prahova,55,0,0,45.10875455,26.03762296377709
809,Romania,Satu Mare County,53,0,5,47.7891763,22.8725598
810,Romania,Călărași County,51,0,0,44.315915849999996,27.139757429839122
811,Romania,Mehedinți County,49,0,3,44.6233969,22.647794782293985
812,Romania,Tulcea County,37,0,0,45.177518,28.8016348
813,Romania,Gorj County,31,0,1,45.12278,23.24073
814,Romania,Sălaj,28,0,1,47.1562143,23.01685986860678
815,Romania,Vâlcea County,23,0,0,45.0404536,24.15387190277292
816,Romania,Brăila County,20,0,0,45.2716092,27.9742932
817,Romania,Harghita County,20,0,0,46.6440949,25.620080897737118
818,Romania,Buzău County,14,0,0,45.26925815,26.7748172789942
819,South Korea,Daegu,6857,5193,166,35.8713,128.6018
820,South Korea,Gyeongsangbuk-do,1364,994,52,36.5754,128.5058
821,South Korea,Gyeonggi-do,660,269,14,37.2752,127.0095
822,South Korea,Seoul,628,185,2,37.5666791,126.9782914
823,South Korea,South Chungcheong Province,141,105,0,36.6593,126.6729
824,South Korea,Busan,136,98,3,35.1799528,129.0752365
825,South Korea,Gyeongsangnam-do,117,82,0,35.2382,128.6925
826,South Korea,Incheon,92,34,0,37.456,126.7052
827,South Korea,Gangwon-do,53,26,2,37.885,127.7297
828,South Korea,Sejong City,52,20,0,36.4799999,127.289
829,South Korea,Daejeon,48,21,0,36.3496,127.3848
830,South Korea,Chungcheongbuk-do,46,28,0,36.6357,127.4915
831,South Korea,Ulsan,43,28,1,35.5391697,129.3119136
832,South Korea,Gwangju,32,15,0,35.1595775,126.8515089
833,South Korea,Jeollabuk-do,17,8,0,35.8198999,127.109
834,South Korea,Jeollanam-do,17,4,0,34.8159,126.4629
835,South Korea,Jeju-do,14,4,0,33.4887737,126.4987083
836,Spain,Community of Madrid,61726,34212,7765,40.5248319,-3.7715627754518115
837,Spain,Catalonia,46571,16138,4393,41.8523094,1.5745043
