,Country,City,Latitude,Longtitude
340,Germany,Hesse,50.611853700000005,9.1909725
341,Germany,Rhineland-Palatinate,49.953159899999996,7.310646
342,Germany,Berlin,52.517036499999996,13.388859900000002
343,Germany,Saxony,50.92957979999999,13.4585052
344,Germany,Hamburg,53.543764100000004,10.009913300000001
345,Germany,Schleswig-Holstein,54.1853998,9.8220089
346,Germany,Brandenburg,52.84554920000001,13.2461296
347,Germany,Saarland,49.417398799999994,6.9805789
348,Germany,Thuringia,50.73331629999999,11.0747905
349,Germany,Saxony-Anhalt,51.908526,11.4939134
350,Germany,Bremen,53.0758196,8.8071646
351,Germany,Mecklenburg-Vorpommern,53.773523399999995,12.5755746
352,Hungary,Budapest,47.4983815,19.0404707
353,Hungary,Pest County,47.3715943,19.3452624
354,Hungary,Fejér,47.0939434,18.6088562
355,Hungary,Gyor-Moson-Sopron,47.661013399999995,17.3796437
356,Hungary,Csongrád,46.451516399999996,20.227760600000003
357,Hungary,Szabolcs-Szatmár-Bereg,48.0297821,22.0040108
358,Hungary,Borsod-Abaúj-Zemplén,48.2397936,21.135347399999997
359,Hungary,Baranya,45.9714436,18.1669246
360,Hungary,Veszprém,47.092805799999994,17.9140147
361,Hungary,Komárom-Esztergom,47.651159899999996,18.2551911
362,Hungary,Zala County,46.6713343,16.889469199999997
363,Hungary,Bács-Kiskun,46.5809294,19.512853200000002
364,Hungary,Somogy County,46.439656,17.6212956
365,Hungary,Hajdú-Bihar,47.4407848,21.475228100000002
366,Hungary,Nógrád County,47.98736160000001,19.5472495
367,Hungary,Jász-Nagykun-Szolnok,47.2971598,20.453178
368,Hungary,Vas County,47.1371935,16.780898
369,Hungary,Tolna County,46.488344700000006,18.5050005
370,Hungary,Békés County,46.786299299999996,20.9820736
371,Hungary,Heves County,47.7884409,20.171441199999997
372,Iceland,Capital Region,64.17271375,-21.56675754335205
373,Iceland,Southern Region,64.1282428,-19.724859570144
374,Iceland,Westfjords Region,-21.81272272456412,65.9044156
375,Iceland,Southern Peninsula Region,-22.20220659202029,63.94134125
376,Iceland,Northeastern Region,65.59269925,-17.26672345863144
377,Iceland,Western Region,64.89592765,-22.15481901378846
378,Iceland,Northwestern Region,65.46774135,-19.867358702153712
379,Iceland,Eastern Region,64.86808500000001,-15.18809756721042
380,India,Maharashtra,19.531932,76.0554568
381,India,Gujarat,22.41540825,72.03149703699282
382,India,Delhi,28.6517178,77.22193879999999
383,India,Rajasthan,26.8105777,73.76845490000001
384,India,Madhya Pradesh,23.969928200000002,79.39486954625225
385,India,Tamil Nadu,10.909433400000001,78.3665347
386,India,Uttar Pradesh,27.1303344,80.859666
387,India,Telangana,17.8495919,79.1151663
388,India,Andhra Pradesh,15.9240905,80.1863809
389,India,West Bengal,22.9964948,87.6855882
390,India,Karnataka,14.520389600000001,75.7223521
391,India,Kerala,10.352874400000001,76.5120396
392,India,Jammu and Kashmir,34.0476564,76.7972892
393,India,Punjab,30.929321100000003,75.5004841
394,India,Haryana,29.0,76.0
395,India,Bihar,25.6440845,85.906508
396,India,Odisha,20.5431241,84.6897321
397,India,Jharkhand,23.455980899999997,85.2557301
398,India,Uttarakhand,30.09199355,79.32176659343018
399,India,Himachal Pradesh,31.81676015,77.34932051968858
400,India,Chhattisgarh,21.6637359,81.84063509999999
401,India,Assam,26.4073841,93.25513029999999
402,India,Chandigarh,30.7194022,76.7646552
403,India,Andaman and Nicobar Islands,10.2188344,92.57713290000001
404,India,Ladakh,33.9456407,77.6568576
405,India,Meghalaya,25.5379432,91.29991020000001
406,India,Goa,15.3004543,74.08551340000001
407,India,Puducherry,11.934056800000002,79.83064470000001
408,India,Manipur,24.7208818,93.9229386
409,India,Tripura,23.7750823,91.70250909999999
410,India,Arunachal Pradesh,27.6891712,96.45972259999999
411,India,Mizoram,23.2146169,92.86876120000001
412,India,Nagaland,26.1630556,94.5884911
413,Indonesia,Jakarta,-6.1753942,106.827183
414,Indonesia,West Java,-6.889190400000001,107.6404716
415,Indonesia,East Java,-7.6977397,112.4914199
416,Indonesia,Central Java,-5.6259648,110.37164897312937
417,Indonesia,South Sulawesi,-3.6446718000000002,119.9471906
418,Indonesia,Banten,-6.47800285,105.54102849016589
419,Indonesia,Bali,-8.3304977,115.09064009999999
420,Indonesia,West Nusa Tenggara,-8.7892855,117.146169
421,Indonesia,Papua,-4.11501855,137.9966136
422,Indonesia,South Kalimantan,-2.9285686,115.37007179999999
423,Indonesia,South Sumatra,-3.1266842,104.0930554
424,Indonesia,North Sumatra,2.1923519000000002,99.3812201
425,Indonesia,West Sumatra,-1.33589025,100.07222762395328
426,Indonesia,Central Kalimantan,-1.4995829999999999,113.2903307
427,Indonesia,East Kalimantan,0.7884397,116.2419977
428,Indonesia,Riau Islands,-0.1547846,104.5803745
429,Indonesia,North Kalimantan,3.0235817000000003,116.20493059999998
430,Indonesia,Special Region of Yogyakarta,-7.977838399999999,110.36722565020223
431,Indonesia,West Kalimantan,-0.13223870000000001,111.09689009999998
432,Indonesia,South East Sulawesi,-3.5491199,121.72796459999999
433,Indonesia,Lampung,-4.8555039,105.02729860000001
434,Indonesia,North Sulawesi,0.6555692,124.090151
435,Indonesia,Riau,0.94000845,101.6556177091926
436,Indonesia,West Sulawesi,-2.4974546,119.3918955
437,Indonesia,Central Sulawesi,-1.6937786,120.80885549999999
438,Indonesia,Jambi,-1.611572,102.779699
439,Indonesia,Maluku,-5.358051799999999,130.35838229206553
440,Indonesia,West Papua,-1.3842356000000002,132.902528
441,Indonesia,North Maluku,0.6301215,127.9720219
442,Indonesia,Gorontalo,0.7186174,122.45559270000001
443,Indonesia,Bangka Belitung Islands,-2.5329040000000003,107.57571366281124
444,Indonesia,Aceh,4.368549099999999,97.02530240000002
445,Indonesia,Bengkulu,-3.5186763,102.5359834
446,Indonesia,East Nusa Tenggara,-8.5656787,120.6978581
447,Iran,Tehran Province,35.50219455,51.32690982349512
448,Iran,Isfahan Province,33.196733,52.504026
449,Iran,Mazandaran Province,36.3159159,51.8968597
450,Iran,Gilan Province,37.5115476,49.35544298497066
451,Iran,Qom Province,34.7191915,51.0122844
452,Iran,Alborz Province,35.9413239,50.7884216
453,Iran,Markazi Province,34.5302705,49.786456099999995
454,Iran,Razavi Khorasan Province,32.6475314,54.56435160000001
455,Iran,East Azerbaijan Province,37.921120200000004,46.682151700000006
456,Iran,Yazd Province,32.245268599999996,55.105171999999996
457,Iran,Qazvin Province,36.015629100000005,49.8398161
458,Iran,Semnan Province,35.3843145,54.620930200000004
459,Iran,Fars Province,29.299051000000002,53.218456
460,Iran,Lorestan Province,33.5372643,48.24351970000001
461,Iran,Khuzestan Province,31.5535141,49.0077168
462,Iran,West Azerbaijan Province,37.7416484,45.0207638
463,Iran,Zanjan Province,36.515854,48.4777616
464,Iran,Golestan Province,37.1984436,55.070671999999995
465,Iran,Ardabil Province,38.45839829999999,47.9313001
466,Iran,Kermanshah Province,34.378974400000004,46.7010122
467,Iran,Kurdistan Province,35.672803,47.0124376
468,Iran,Ilam Province,33.1545696,46.7576343
469,Iran,South Khorasan Province,33.129577000000005,58.1065069
470,Iran,Hamadan Province,34.973321,48.6555779
471,Iran,Kerman Province,29.571858000000002,57.301047
472,Iran,North Khorasan Province,37.5378855,56.9526137
473,Iran,Hormozgan Province,27.719809499999997,56.335806999999996
474,Iran,Sistan and Baluchestan Province,28.1292481,60.8236848
475,Iran,Kohgiluyeh and Boyer-Ahmad Province,30.65296915,51.607204522835076
476,Iran,Chaharmahal and Bakhtiari Province,50.685709,32.0163307
477,Iran,Bushehr Province,28.893664500000003,51.3204877
478,Iraq,Baghdad Governorate,33.0112777,44.3849679
479,Iraq,Najaf Governorate,44.329992600000004,32.0010227
480,Iraq,Basra Governorate,30.5132105,47.8307605
